path,label
new_dataset/rock/rock_test1_0.jpg,rock
new_dataset/rock/rock_test1_1.jpg,rock
new_dataset/rock/rock_test1_2.jpg,rock
new_dataset/rock/rock_test1_3.jpg,rock
new_dataset/rock/rock_test1_4.jpg,rock
new_dataset/rock/rock_test1_5.jpg,rock
new_dataset/rock/rock_test1_6.jpg,rock
new_dataset/rock/rock_test1_7.jpg,rock
new_dataset/rock/rock_test1_8.jpg,rock
new_dataset/rock/rock_test1_9.jpg,rock
new_dataset/rock/rock_test1_10.jpg,rock
new_dataset/rock/rock_test1_11.jpg,rock
new_dataset/rock/rock_test1_12.jpg,rock
new_dataset/rock/rock_test1_13.jpg,rock
new_dataset/rock/rock_test1_14.jpg,rock
new_dataset/rock/rock_test1_15.jpg,rock
new_dataset/rock/rock_test1_16.jpg,rock
new_dataset/rock/rock_test1_17.jpg,rock
new_dataset/rock/rock_test1_18.jpg,rock
new_dataset/rock/rock_test1_19.jpg,rock
new_dataset/rock/rock_test1_20.jpg,rock
new_dataset/rock/rock_test1_21.jpg,rock
new_dataset/rock/rock_test1_22.jpg,rock
new_dataset/rock/rock_test1_23.jpg,rock
new_dataset/rock/rock_test1_24.jpg,rock
new_dataset/rock/rock_test1_25.jpg,rock
new_dataset/paper/paper_test1_0.jpg,paper
new_dataset/paper/paper_test1_1.jpg,paper
new_dataset/paper/paper_test1_2.jpg,paper
new_dataset/paper/paper_test1_3.jpg,paper
new_dataset/paper/paper_test1_4.jpg,paper
new_dataset/paper/paper_test1_5.jpg,paper
new_dataset/paper/paper_test1_6.jpg,paper
new_dataset/paper/paper_test1_7.jpg,paper
new_dataset/paper/paper_test1_8.jpg,paper
new_dataset/paper/paper_test1_9.jpg,paper
new_dataset/paper/paper_test1_10.jpg,paper
new_dataset/paper/paper_test1_11.jpg,paper
new_dataset/paper/paper_test1_12.jpg,paper
new_dataset/paper/paper_test1_13.jpg,paper
new_dataset/paper/paper_test1_14.jpg,paper
new_dataset/paper/paper_test1_15.jpg,paper
new_dataset/paper/paper_test1_16.jpg,paper
new_dataset/paper/paper_test1_17.jpg,paper
new_dataset/paper/paper_test1_18.jpg,paper
new_dataset/paper/paper_test1_19.jpg,paper
new_dataset/paper/paper_test1_20.jpg,paper
new_dataset/paper/paper_test1_21.jpg,paper
new_dataset/paper/paper_test1_22.jpg,paper
new_dataset/paper/paper_test1_23.jpg,paper
new_dataset/paper/paper_test1_24.jpg,paper
new_dataset/paper/paper_test1_25.jpg,paper
new_dataset/scissors/scissors_test1_0.jpg,scissors
new_dataset/scissors/scissors_test1_1.jpg,scissors
new_dataset/scissors/scissors_test1_2.jpg,scissors
new_dataset/scissors/scissors_test1_3.jpg,scissors
new_dataset/scissors/scissors_test1_4.jpg,scissors
new_dataset/scissors/scissors_test1_5.jpg,scissors
new_dataset/scissors/scissors_test1_6.jpg,scissors
new_dataset/scissors/scissors_test1_8.jpg,scissors
new_dataset/scissors/scissors_test1_9.jpg,scissors
new_dataset/scissors/scissors_test1_10.jpg,scissors
new_dataset/scissors/scissors_test1_11.jpg,scissors
new_dataset/scissors/scissors_test1_12.jpg,scissors
new_dataset/scissors/scissors_test1_13.jpg,scissors
new_dataset/scissors/scissors_test1_14.jpg,scissors
new_dataset/scissors/scissors_test1_15.jpg,scissors
new_dataset/scissors/scissors_test1_16.jpg,scissors
new_dataset/scissors/scissors_test1_17.jpg,scissors
new_dataset/scissors/scissors_test1_18.jpg,scissors
new_dataset/scissors/scissors_test1_19.jpg,scissors
new_dataset/scissors/scissors_test1_20.jpg,scissors
new_dataset/scissors/scissors_test1_21.jpg,scissors
new_dataset/scissors/scissors_test1_22.jpg,scissors
new_dataset/scissors/scissors_test1_23.jpg,scissors
new_dataset/scissors/scissors_test1_24.jpg,scissors
new_dataset/scissors/scissors_test1_25.jpg,scissors
new_dataset/scissors/scissors_test1_26.jpg,scissors
